longitude,latitude,housing_me,total_room,total_bedr,population,households,median_inc,median_hou,Co_name
-121.180000000000007,38.689999999999998,7.000000000000000,7104.000000000000000,970.000000000000000,2772.000000000000000,920.000000000000000,6.352800000000000,274500.000000000000000,Sacramento
-121.180000000000007,38.670000000000002,42.000000000000000,2101.000000000000000,480.000000000000000,945.000000000000000,426.000000000000000,2.333300000000000,116000.000000000000000,Sacramento
-121.189999999999998,38.710000000000001,11.000000000000000,4415.000000000000000,723.000000000000000,1520.000000000000000,627.000000000000000,3.232100000000000,390800.000000000000000,Sacramento
-121.189999999999998,38.670000000000002,16.000000000000000,1754.000000000000000,284.000000000000000,773.000000000000000,277.000000000000000,4.817000000000000,147000.000000000000000,Sacramento
-121.189999999999998,38.659999999999997,26.000000000000000,1937.000000000000000,286.000000000000000,769.000000000000000,274.000000000000000,6.118500000000000,179200.000000000000000,Sacramento
-121.200000000000003,38.700000000000003,28.000000000000000,2970.000000000000000,471.000000000000000,1379.000000000000000,463.000000000000000,4.321400000000000,131700.000000000000000,Sacramento
-121.200000000000003,38.680000000000000,9.000000000000000,2200.000000000000000,422.000000000000000,938.000000000000000,369.000000000000000,3.489600000000000,143800.000000000000000,Sacramento
-121.200000000000003,38.659999999999997,17.000000000000000,1605.000000000000000,217.000000000000000,732.000000000000000,241.000000000000000,5.470000000000000,204800.000000000000000,Sacramento
-121.200000000000003,38.359999999999999,14.000000000000000,2634.000000000000000,463.000000000000000,1402.000000000000000,432.000000000000000,3.889700000000000,175700.000000000000000,Sacramento
-121.200000000000003,38.280000000000001,20.000000000000000,1732.000000000000000,307.000000000000000,999.000000000000000,305.000000000000000,3.980800000000000,160200.000000000000000,Sacramento
-121.209999999999994,38.670000000000002,19.000000000000000,2987.000000000000000,626.000000000000000,1610.000000000000000,605.000000000000000,3.053300000000000,112100.000000000000000,Sacramento
-121.209999999999994,38.670000000000002,11.000000000000000,5500.000000000000000,956.000000000000000,2827.000000000000000,946.000000000000000,4.107100000000000,145800.000000000000000,Sacramento
-121.209999999999994,38.659999999999997,15.000000000000000,6940.000000000000000,1019.000000000000000,2829.000000000000000,990.000000000000000,5.488900000000000,232300.000000000000000,Sacramento
-121.209999999999994,38.649999999999999,14.000000000000000,3443.000000000000000,510.000000000000000,1413.000000000000000,505.000000000000000,5.652900000000000,196000.000000000000000,Sacramento
-121.219999999999999,38.710000000000001,23.000000000000000,1843.000000000000000,273.000000000000000,818.000000000000000,276.000000000000000,4.469500000000000,214700.000000000000000,Sacramento
-121.219999999999999,38.680000000000000,10.000000000000000,6262.000000000000000,1278.000000000000000,2954.000000000000000,1169.000000000000000,3.450600000000000,139000.000000000000000,Sacramento
-121.219999999999999,38.670000000000002,20.000000000000000,1412.000000000000000,226.000000000000000,700.000000000000000,227.000000000000000,4.050000000000000,130700.000000000000000,Sacramento
-121.219999999999999,38.579999999999998,25.000000000000000,394.000000000000000,94.000000000000000,155.000000000000000,83.000000000000000,2.233000000000000,55000.000000000000000,Sacramento
-121.219999999999999,38.430000000000000,20.000000000000000,2054.000000000000000,339.000000000000000,934.000000000000000,336.000000000000000,4.536800000000000,219300.000000000000000,Sacramento
-121.219999999999999,38.399999999999999,14.000000000000000,2655.000000000000000,441.000000000000000,1277.000000000000000,422.000000000000000,4.698900000000000,213800.000000000000000,Sacramento
-121.230000000000004,38.710000000000001,18.000000000000000,4947.000000000000000,714.000000000000000,2227.000000000000000,675.000000000000000,4.854200000000000,170500.000000000000000,Sacramento
-121.230000000000004,38.689999999999998,19.000000000000000,5268.000000000000000,849.000000000000000,2357.000000000000000,849.000000000000000,3.922600000000000,148700.000000000000000,Sacramento
-121.230000000000004,38.670000000000002,27.000000000000000,5266.000000000000000,971.000000000000000,2432.000000000000000,948.000000000000000,3.895400000000000,133000.000000000000000,Sacramento
-121.230000000000004,38.659999999999997,19.000000000000000,3243.000000000000000,546.000000000000000,1334.000000000000000,515.000000000000000,4.808800000000000,169500.000000000000000,Sacramento
-121.239999999999995,38.700000000000003,13.000000000000000,3243.000000000000000,488.000000000000000,1585.000000000000000,480.000000000000000,5.713300000000000,166800.000000000000000,Sacramento
-121.239999999999995,38.680000000000000,20.000000000000000,1402.000000000000000,236.000000000000000,676.000000000000000,236.000000000000000,3.742600000000000,135500.000000000000000,Sacramento
-121.239999999999995,38.670000000000002,28.000000000000000,3558.000000000000000,589.000000000000000,1742.000000000000000,581.000000000000000,4.018200000000000,131700.000000000000000,Sacramento
-121.239999999999995,38.659999999999997,14.000000000000000,3335.000000000000000,440.000000000000000,1329.000000000000000,429.000000000000000,6.208200000000000,250300.000000000000000,Sacramento
-121.239999999999995,38.640000000000001,13.000000000000000,4491.000000000000000,689.000000000000000,1657.000000000000000,667.000000000000000,5.259000000000000,249400.000000000000000,Sacramento
-121.250000000000000,38.710000000000001,14.000000000000000,3713.000000000000000,637.000000000000000,1845.000000000000000,635.000000000000000,4.300900000000001,143400.000000000000000,Sacramento
-121.250000000000000,38.689999999999998,24.000000000000000,1014.000000000000000,185.000000000000000,606.000000000000000,194.000000000000000,4.160700000000001,112800.000000000000000,Sacramento
-121.250000000000000,38.689999999999998,17.000000000000000,3050.000000000000000,481.000000000000000,1490.000000000000000,489.000000000000000,4.556200000000000,134500.000000000000000,Sacramento
-121.250000000000000,38.680000000000000,15.000000000000000,1497.000000000000000,243.000000000000000,730.000000000000000,242.000000000000000,4.968800000000000,135600.000000000000000,Sacramento
-121.250000000000000,38.680000000000000,13.000000000000000,503.000000000000000,70.000000000000000,267.000000000000000,77.000000000000000,6.194300000000000,276100.000000000000000,Sacramento
-121.250000000000000,38.670000000000002,14.000000000000000,6155.000000000000000,1034.000000000000000,2407.000000000000000,941.000000000000000,4.226200000000001,244300.000000000000000,Sacramento
-121.250000000000000,38.659999999999997,26.000000000000000,3670.000000000000000,556.000000000000000,1616.000000000000000,550.000000000000000,5.020000000000000,169600.000000000000000,Sacramento
-121.250000000000000,38.640000000000001,21.000000000000000,2764.000000000000000,363.000000000000000,902.000000000000000,360.000000000000000,5.686400000000000,258700.000000000000000,Sacramento
-121.260000000000005,38.700000000000003,9.000000000000000,7812.000000000000000,1348.000000000000000,3275.000000000000000,1178.000000000000000,4.382600000000000,146600.000000000000000,Sacramento
-121.260000000000005,38.689999999999998,17.000000000000000,3917.000000000000000,638.000000000000000,1809.000000000000000,564.000000000000000,5.258600000000000,137000.000000000000000,Sacramento
-121.260000000000005,38.680000000000000,4.000000000000000,3080.000000000000000,827.000000000000000,1195.000000000000000,683.000000000000000,2.747700000000000,133000.000000000000000,Sacramento
-121.260000000000005,38.680000000000000,13.000000000000000,4256.000000000000000,619.000000000000000,1948.000000000000000,622.000000000000000,5.205100000000000,167400.000000000000000,Sacramento
-121.260000000000005,38.670000000000002,18.000000000000000,1830.000000000000000,313.000000000000000,905.000000000000000,361.000000000000000,4.227300000000000,141800.000000000000000,Sacramento
-121.260000000000005,38.659999999999997,8.000000000000000,1145.000000000000000,241.000000000000000,447.000000000000000,216.000000000000000,4.078100000000000,124300.000000000000000,Sacramento
-121.260000000000005,38.659999999999997,19.000000000000000,3170.000000000000000,444.000000000000000,1344.000000000000000,452.000000000000000,6.118300000000000,221600.000000000000000,Sacramento
-121.260000000000005,38.649999999999999,17.000000000000000,2655.000000000000000,421.000000000000000,991.000000000000000,384.000000000000000,4.648400000000000,270600.000000000000000,Sacramento
-121.260000000000005,38.640000000000001,40.000000000000000,1098.000000000000000,175.000000000000000,415.000000000000000,160.000000000000000,4.837500000000000,217400.000000000000000,Sacramento
-121.269999999999996,38.719999999999999,6.000000000000000,4664.000000000000000,644.000000000000000,2105.000000000000000,663.000000000000000,6.080400000000000,198700.000000000000000,Sacramento
-121.269999999999996,38.710000000000001,16.000000000000000,4082.000000000000000,666.000000000000000,1912.000000000000000,652.000000000000000,4.460900000000000,142900.000000000000000,Sacramento
-121.269999999999996,38.700000000000003,16.000000000000000,3747.000000000000000,586.000000000000000,1817.000000000000000,590.000000000000000,4.648800000000000,145300.000000000000000,Sacramento
-121.269999999999996,38.689999999999998,16.000000000000000,3389.000000000000000,597.000000000000000,1674.000000000000000,568.000000000000000,4.448900000000000,145600.000000000000000,Sacramento
-121.269999999999996,38.670000000000002,16.000000000000000,3185.000000000000000,886.000000000000000,1550.000000000000000,802.000000000000000,2.519900000000000,149000.000000000000000,Sacramento
-121.269999999999996,38.670000000000002,15.000000000000000,2116.000000000000000,524.000000000000000,866.000000000000000,519.000000000000000,2.738800000000000,111600.000000000000000,Sacramento
-121.269999999999996,38.670000000000002,15.000000000000000,1701.000000000000000,346.000000000000000,723.000000000000000,352.000000000000000,3.890600000000000,128700.000000000000000,Sacramento
-121.269999999999996,38.659999999999997,19.000000000000000,1891.000000000000000,266.000000000000000,678.000000000000000,255.000000000000000,6.187200000000000,188700.000000000000000,Sacramento
-121.269999999999996,38.649999999999999,33.000000000000000,1984.000000000000000,289.000000000000000,842.000000000000000,276.000000000000000,5.294900000000000,173300.000000000000000,Sacramento
-121.269999999999996,38.439999999999998,19.000000000000000,2780.000000000000000,414.000000000000000,1320.000000000000000,404.000000000000000,5.883100000000000,209900.000000000000000,Sacramento
-121.269999999999996,38.310000000000002,17.000000000000000,1144.000000000000000,202.000000000000000,626.000000000000000,178.000000000000000,4.410700000000001,151600.000000000000000,Sacramento
-121.280000000000001,38.710000000000001,8.000000000000000,4053.000000000000000,912.000000000000000,2033.000000000000000,897.000000000000000,2.897300000000000,117100.000000000000000,Sacramento
-121.280000000000001,38.710000000000001,35.000000000000000,3095.000000000000000,594.000000000000000,1550.000000000000000,576.000000000000000,3.575000000000000,113500.000000000000000,Sacramento
-121.280000000000001,38.700000000000003,15.000000000000000,5828.000000000000000,1051.000000000000000,2868.000000000000000,1037.000000000000000,3.781300000000000,143200.000000000000000,Sacramento
-121.280000000000001,38.700000000000003,14.000000000000000,5827.000000000000000,1246.000000000000000,2578.000000000000000,1038.000000000000000,3.021200000000000,112900.000000000000000,Sacramento
-121.280000000000001,38.680000000000000,16.000000000000000,3467.000000000000000,615.000000000000000,1478.000000000000000,601.000000000000000,3.750000000000000,147300.000000000000000,Sacramento
-121.280000000000001,38.680000000000000,14.000000000000000,11442.000000000000000,2690.000000000000000,6068.000000000000000,2435.000000000000000,2.601600000000000,121200.000000000000000,Sacramento
-121.280000000000001,38.670000000000002,23.000000000000000,1727.000000000000000,264.000000000000000,833.000000000000000,258.000000000000000,5.479700000000000,160000.000000000000000,Sacramento
-121.280000000000001,38.659999999999997,17.000000000000000,7741.000000000000000,1401.000000000000000,3153.000000000000000,1331.000000000000000,3.786900000000000,216100.000000000000000,Sacramento
-121.280000000000001,38.640000000000001,24.000000000000000,3459.000000000000000,573.000000000000000,1336.000000000000000,544.000000000000000,4.866100000000000,186200.000000000000000,Sacramento
-121.280000000000001,38.640000000000001,19.000000000000000,3574.000000000000000,669.000000000000000,1373.000000000000000,643.000000000000000,3.629800000000000,242100.000000000000000,Sacramento
-121.280000000000001,38.630000000000003,36.000000000000000,120.000000000000000,16.000000000000000,30.000000000000000,14.000000000000000,10.226400000000000,350000.000000000000000,Sacramento
-121.280000000000001,38.609999999999999,23.000000000000000,2547.000000000000000,504.000000000000000,1235.000000000000000,469.000000000000000,2.472200000000000,103300.000000000000000,Sacramento
-121.280000000000001,38.609999999999999,22.000000000000000,2938.000000000000000,619.000000000000000,1501.000000000000000,561.000000000000000,2.735600000000000,96100.000000000000000,Sacramento
-121.280000000000001,38.600000000000001,25.000000000000000,1122.000000000000000,198.000000000000000,564.000000000000000,213.000000000000000,3.165400000000000,111600.000000000000000,Sacramento
-121.280000000000001,38.600000000000001,17.000000000000000,1671.000000000000000,378.000000000000000,848.000000000000000,351.000000000000000,3.119400000000000,112500.000000000000000,Sacramento
-121.280000000000001,38.590000000000003,3.000000000000000,4188.000000000000000,1136.000000000000000,2081.000000000000000,995.000000000000000,3.048100000000000,92500.000000000000000,Sacramento
-121.280000000000001,38.549999999999997,35.000000000000000,7088.000000000000000,1279.000000000000000,4885.000000000000000,1272.000000000000000,2.698100000000000,112500.000000000000000,Sacramento
-121.290000000000006,38.710000000000001,32.000000000000000,1875.000000000000000,361.000000000000000,1027.000000000000000,343.000000000000000,3.576900000000000,103800.000000000000000,Sacramento
-121.290000000000006,38.680000000000000,12.000000000000000,5098.000000000000000,1094.000000000000000,2029.000000000000000,1065.000000000000000,3.544400000000000,132500.000000000000000,Sacramento
-121.290000000000006,38.670000000000002,20.000000000000000,1992.000000000000000,363.000000000000000,889.000000000000000,346.000000000000000,3.651600000000000,130500.000000000000000,Sacramento
-121.290000000000006,38.649999999999999,27.000000000000000,2744.000000000000000,464.000000000000000,1340.000000000000000,452.000000000000000,3.881600000000000,147300.000000000000000,Sacramento
-121.290000000000006,38.609999999999999,26.000000000000000,1814.000000000000000,299.000000000000000,963.000000000000000,317.000000000000000,4.451900000000000,110500.000000000000000,Sacramento
-121.290000000000006,38.609999999999999,17.000000000000000,13553.000000000000000,2474.000000000000000,6544.000000000000000,2359.000000000000000,3.972700000000000,132700.000000000000000,Sacramento
-121.290000000000006,38.600000000000001,29.000000000000000,1276.000000000000000,225.000000000000000,600.000000000000000,223.000000000000000,4.093800000000000,109100.000000000000000,Sacramento
-121.290000000000006,38.590000000000003,19.000000000000000,2460.000000000000000,470.000000000000000,1346.000000000000000,480.000000000000000,3.656300000000000,95600.000000000000000,Sacramento
-121.290000000000006,38.359999999999999,17.000000000000000,2193.000000000000000,386.000000000000000,1148.000000000000000,372.000000000000000,4.527200000000000,191700.000000000000000,Sacramento
-121.290000000000006,38.280000000000001,11.000000000000000,1554.000000000000000,260.000000000000000,793.000000000000000,233.000000000000000,4.807300000000000,156700.000000000000000,Sacramento
-121.299999999999997,38.719999999999999,15.000000000000000,2514.000000000000000,482.000000000000000,1166.000000000000000,503.000000000000000,2.281300000000000,131900.000000000000000,Sacramento
-121.299999999999997,38.710000000000001,17.000000000000000,5434.000000000000000,1106.000000000000000,2755.000000000000000,1047.000000000000000,2.822600000000000,99900.000000000000000,Sacramento
-121.299999999999997,38.700000000000003,18.000000000000000,7334.000000000000000,1332.000000000000000,3339.000000000000000,1271.000000000000000,3.235000000000000,124700.000000000000000,Sacramento
-121.299999999999997,38.689999999999998,21.000000000000000,6575.000000000000000,1105.000000000000000,3358.000000000000000,1098.000000000000000,4.073900000000000,115400.000000000000000,Sacramento
-121.299999999999997,38.689999999999998,13.000000000000000,2135.000000000000000,429.000000000000000,779.000000000000000,432.000000000000000,3.699500000000000,134900.000000000000000,Sacramento
-121.299999999999997,38.680000000000000,19.000000000000000,2655.000000000000000,438.000000000000000,1253.000000000000000,454.000000000000000,5.281700000000000,140600.000000000000000,Sacramento
-121.299999999999997,38.670000000000002,23.000000000000000,2145.000000000000000,340.000000000000000,1022.000000000000000,349.000000000000000,4.203700000000001,125400.000000000000000,Sacramento
-121.299999999999997,38.670000000000002,20.000000000000000,1234.000000000000000,208.000000000000000,649.000000000000000,211.000000000000000,4.852300000000000,143000.000000000000000,Sacramento
-121.299999999999997,38.670000000000002,15.000000000000000,4018.000000000000000,850.000000000000000,2070.000000000000000,814.000000000000000,3.073300000000000,119800.000000000000000,Sacramento
-121.299999999999997,38.659999999999997,32.000000000000000,2915.000000000000000,492.000000000000000,1292.000000000000000,454.000000000000000,3.318800000000000,117100.000000000000000,Sacramento
-121.299999999999997,38.659999999999997,28.000000000000000,3391.000000000000000,550.000000000000000,1546.000000000000000,553.000000000000000,4.218800000000000,139200.000000000000000,Sacramento
-121.299999999999997,38.659999999999997,21.000000000000000,3824.000000000000000,634.000000000000000,1818.000000000000000,600.000000000000000,3.712000000000000,139000.000000000000000,Sacramento
-121.299999999999997,38.649999999999999,36.000000000000000,1665.000000000000000,293.000000000000000,846.000000000000000,306.000000000000000,3.585200000000000,121600.000000000000000,Sacramento
-121.299999999999997,38.649999999999999,26.000000000000000,3192.000000000000000,447.000000000000000,1132.000000000000000,418.000000000000000,4.527800000000000,144300.000000000000000,Sacramento
-121.299999999999997,38.640000000000001,20.000000000000000,5001.000000000000000,830.000000000000000,2330.000000000000000,830.000000000000000,4.083300000000001,160000.000000000000000,Sacramento
-121.299999999999997,38.630000000000003,31.000000000000000,1817.000000000000000,372.000000000000000,992.000000000000000,339.000000000000000,3.097200000000000,150000.000000000000000,Sacramento
-121.299999999999997,38.609999999999999,25.000000000000000,2707.000000000000000,464.000000000000000,1423.000000000000000,490.000000000000000,4.323500000000000,116900.000000000000000,Sacramento
-121.299999999999997,38.600000000000001,32.000000000000000,9534.000000000000000,1819.000000000000000,4951.000000000000000,1710.000000000000000,3.392600000000000,103400.000000000000000,Sacramento
-121.299999999999997,38.590000000000003,25.000000000000000,3002.000000000000000,718.000000000000000,1660.000000000000000,613.000000000000000,2.111600000000000,89600.000000000000000,Sacramento
-121.299999999999997,38.579999999999998,29.000000000000000,2748.000000000000000,563.000000000000000,1619.000000000000000,525.000000000000000,2.896600000000000,92400.000000000000000,Sacramento
-121.299999999999997,38.579999999999998,19.000000000000000,2653.000000000000000,680.000000000000000,1419.000000000000000,579.000000000000000,2.378700000000000,91300.000000000000000,Sacramento
-121.299999999999997,38.579999999999998,16.000000000000000,1537.000000000000000,364.000000000000000,1125.000000000000000,375.000000000000000,2.647100000000000,90700.000000000000000,Sacramento
-121.299999999999997,38.509999999999998,19.000000000000000,822.000000000000000,134.000000000000000,457.000000000000000,133.000000000000000,4.150000000000001,157500.000000000000000,Sacramento
-121.299999999999997,38.259999999999998,19.000000000000000,1403.000000000000000,276.000000000000000,901.000000000000000,290.000000000000000,3.215000000000000,104600.000000000000000,Sacramento
-121.299999999999997,38.250000000000000,27.000000000000000,2475.000000000000000,548.000000000000000,1703.000000000000000,517.000000000000000,2.572700000000000,86100.000000000000000,Sacramento
-121.310000000000002,38.719999999999999,11.000000000000000,2306.000000000000000,420.000000000000000,1308.000000000000000,418.000000000000000,3.950600000000000,122200.000000000000000,Sacramento
-121.310000000000002,38.680000000000000,22.000000000000000,1194.000000000000000,207.000000000000000,545.000000000000000,223.000000000000000,3.860300000000000,134300.000000000000000,Sacramento
-121.310000000000002,38.680000000000000,16.000000000000000,5179.000000000000000,1271.000000000000000,2181.000000000000000,1151.000000000000000,2.100900000000000,82500.000000000000000,Sacramento
-121.310000000000002,38.670000000000002,27.000000000000000,1998.000000000000000,353.000000000000000,970.000000000000000,343.000000000000000,4.822400000000000,115500.000000000000000,Sacramento
-121.310000000000002,38.670000000000002,26.000000000000000,1387.000000000000000,226.000000000000000,807.000000000000000,244.000000000000000,4.156300000000000,135700.000000000000000,Sacramento
-121.310000000000002,38.659999999999997,27.000000000000000,1713.000000000000000,282.000000000000000,761.000000000000000,295.000000000000000,5.208100000000000,136400.000000000000000,Sacramento
-121.310000000000002,38.659999999999997,26.000000000000000,1604.000000000000000,245.000000000000000,751.000000000000000,267.000000000000000,4.738100000000000,140500.000000000000000,Sacramento
-121.310000000000002,38.649999999999999,21.000000000000000,2759.000000000000000,409.000000000000000,1053.000000000000000,374.000000000000000,5.500000000000000,165700.000000000000000,Sacramento
-121.310000000000002,38.640000000000001,19.000000000000000,5407.000000000000000,838.000000000000000,1927.000000000000000,804.000000000000000,4.630200000000000,195400.000000000000000,Sacramento
-121.310000000000002,38.609999999999999,17.000000000000000,992.000000000000000,151.000000000000000,316.000000000000000,159.000000000000000,6.623800000000000,326700.000000000000000,Sacramento
-121.310000000000002,38.590000000000003,35.000000000000000,3295.000000000000000,560.000000000000000,1454.000000000000000,536.000000000000000,3.171100000000000,101900.000000000000000,Sacramento
-121.310000000000002,38.579999999999998,10.000000000000000,2421.000000000000000,580.000000000000000,962.000000000000000,497.000000000000000,2.503500000000000,112500.000000000000000,Sacramento
-121.310000000000002,38.570000000000000,9.000000000000000,2748.000000000000000,521.000000000000000,1663.000000000000000,565.000000000000000,3.519200000000000,113300.000000000000000,Sacramento
-121.310000000000002,38.570000000000000,22.000000000000000,1229.000000000000000,253.000000000000000,733.000000000000000,250.000000000000000,2.500000000000000,101600.000000000000000,Sacramento
-121.310000000000002,38.280000000000001,16.000000000000000,1708.000000000000000,391.000000000000000,687.000000000000000,378.000000000000000,1.948500000000000,155400.000000000000000,Sacramento
-121.310000000000002,38.259999999999998,22.000000000000000,1768.000000000000000,396.000000000000000,1005.000000000000000,420.000000000000000,1.884600000000000,88300.000000000000000,Sacramento
-121.319999999999993,38.710000000000001,14.000000000000000,4594.000000000000000,774.000000000000000,2474.000000000000000,782.000000000000000,4.524500000000000,127500.000000000000000,Sacramento
-121.319999999999993,38.700000000000003,16.000000000000000,2966.000000000000000,578.000000000000000,1365.000000000000000,480.000000000000000,3.244400000000000,118400.000000000000000,Sacramento
-121.319999999999993,38.689999999999998,11.000000000000000,13796.000000000000000,2372.000000000000000,6000.000000000000000,2250.000000000000000,3.877600000000000,124500.000000000000000,Sacramento
-121.319999999999993,38.680000000000000,25.000000000000000,1252.000000000000000,207.000000000000000,587.000000000000000,217.000000000000000,3.589300000000000,146400.000000000000000,Sacramento
-121.319999999999993,38.670000000000002,31.000000000000000,2532.000000000000000,479.000000000000000,1396.000000000000000,467.000000000000000,4.041700000000000,114500.000000000000000,Sacramento
-121.319999999999993,38.659999999999997,21.000000000000000,1276.000000000000000,208.000000000000000,501.000000000000000,205.000000000000000,3.950000000000000,143600.000000000000000,Sacramento
-121.319999999999993,38.640000000000001,19.000000000000000,8501.000000000000000,1558.000000000000000,3576.000000000000000,1467.000000000000000,3.652300000000000,158500.000000000000000,Sacramento
-121.319999999999993,38.630000000000003,20.000000000000000,7003.000000000000000,1409.000000000000000,3107.000000000000000,1315.000000000000000,3.034800000000000,150500.000000000000000,Sacramento
-121.319999999999993,38.619999999999997,33.000000000000000,898.000000000000000,190.000000000000000,470.000000000000000,201.000000000000000,2.689700000000000,148300.000000000000000,Sacramento
-121.319999999999993,38.609999999999999,22.000000000000000,3902.000000000000000,845.000000000000000,1870.000000000000000,763.000000000000000,2.774000000000000,190200.000000000000000,Sacramento
-121.319999999999993,38.590000000000003,24.000000000000000,4378.000000000000000,910.000000000000000,2149.000000000000000,812.000000000000000,2.503500000000000,123700.000000000000000,Sacramento
-121.319999999999993,38.590000000000003,21.000000000000000,9774.000000000000000,1777.000000000000000,4674.000000000000000,1712.000000000000000,3.681700000000000,136100.000000000000000,Sacramento
-121.319999999999993,38.570000000000000,25.000000000000000,692.000000000000000,146.000000000000000,504.000000000000000,167.000000000000000,3.689700000000000,101100.000000000000000,Sacramento
-121.319999999999993,38.560000000000002,18.000000000000000,1169.000000000000000,186.000000000000000,614.000000000000000,192.000000000000000,4.576600000000000,108700.000000000000000,Sacramento
-121.319999999999993,38.539999999999999,13.000000000000000,4715.000000000000000,1090.000000000000000,2420.000000000000000,1059.000000000000000,2.969300000000000,104400.000000000000000,Sacramento
-121.329999999999998,38.700000000000003,15.000000000000000,2226.000000000000000,421.000000000000000,1004.000000000000000,417.000000000000000,2.786800000000000,117800.000000000000000,Sacramento
-121.329999999999998,38.689999999999998,15.000000000000000,3137.000000000000000,509.000000000000000,1635.000000000000000,544.000000000000000,4.692300000000000,122700.000000000000000,Sacramento
-121.329999999999998,38.680000000000000,13.000000000000000,5826.000000000000000,1411.000000000000000,2244.000000000000000,1219.000000000000000,1.909300000000000,142900.000000000000000,Sacramento
-121.329999999999998,38.670000000000002,17.000000000000000,2683.000000000000000,704.000000000000000,1410.000000000000000,659.000000000000000,1.962000000000000,130200.000000000000000,Sacramento
-121.329999999999998,38.659999999999997,15.000000000000000,4371.000000000000000,908.000000000000000,1842.000000000000000,818.000000000000000,2.779700000000000,105500.000000000000000,Sacramento
-121.329999999999998,38.649999999999999,24.000000000000000,3533.000000000000000,741.000000000000000,1496.000000000000000,723.000000000000000,2.810600000000000,183200.000000000000000,Sacramento
-121.329999999999998,38.640000000000001,27.000000000000000,2203.000000000000000,493.000000000000000,1158.000000000000000,492.000000000000000,2.434200000000000,119500.000000000000000,Sacramento
-121.329999999999998,38.630000000000003,23.000000000000000,1947.000000000000000,409.000000000000000,866.000000000000000,400.000000000000000,2.718100000000000,156800.000000000000000,Sacramento
-121.329999999999998,38.619999999999997,19.000000000000000,1853.000000000000000,415.000000000000000,772.000000000000000,397.000000000000000,2.257400000000000,135800.000000000000000,Sacramento
-121.329999999999998,38.609999999999999,21.000000000000000,2453.000000000000000,518.000000000000000,1326.000000000000000,505.000000000000000,2.707900000000000,148000.000000000000000,Sacramento
-121.329999999999998,38.560000000000002,17.000000000000000,3608.000000000000000,682.000000000000000,1694.000000000000000,666.000000000000000,3.311000000000000,109400.000000000000000,Sacramento
-121.340000000000003,38.689999999999998,17.000000000000000,1968.000000000000000,364.000000000000000,996.000000000000000,331.000000000000000,3.703100000000000,114300.000000000000000,Sacramento
-121.340000000000003,38.689999999999998,16.000000000000000,2686.000000000000000,516.000000000000000,1553.000000000000000,529.000000000000000,3.785700000000000,112700.000000000000000,Sacramento
-121.340000000000003,38.680000000000000,28.000000000000000,3379.000000000000000,552.000000000000000,1543.000000000000000,556.000000000000000,4.274300000000000,124000.000000000000000,Sacramento
-121.340000000000003,38.670000000000002,35.000000000000000,643.000000000000000,117.000000000000000,331.000000000000000,134.000000000000000,3.041700000000000,120700.000000000000000,Sacramento
-121.340000000000003,38.670000000000002,34.000000000000000,1503.000000000000000,264.000000000000000,731.000000000000000,285.000000000000000,4.035200000000000,118500.000000000000000,Sacramento
-121.340000000000003,38.659999999999997,17.000000000000000,1149.000000000000000,257.000000000000000,583.000000000000000,243.000000000000000,2.809200000000000,137500.000000000000000,Sacramento
-121.340000000000003,38.649999999999999,27.000000000000000,1595.000000000000000,246.000000000000000,610.000000000000000,253.000000000000000,4.600000000000000,199000.000000000000000,Sacramento
